ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
router, xbar_stalls, port4, Accumulator, 29340408, 0, 13903, 13903, 13903, 1, 1
router, xbar_stalls, port5, Accumulator, 29340408, 0, 16714, 16714, 16714, 1, 1
router, xbar_stalls, port6, Accumulator, 29340408, 0, 15484, 15484, 15484, 1, 1
router, xbar_stalls, port7, Accumulator, 29340408, 0, 14539, 14539, 14539, 1, 1
router, xbar_stalls, port8, Accumulator, 29340408, 0, 0, 0, 0, 0, 0
cpu0, read_reqs, , Accumulator, 29340408, 0, 20000, 20000, 20000, 1, 1
cpu0, write_reqs, , Accumulator, 29340408, 0, 10000, 10000, 10000, 1, 1
cpu0, custom_reqs, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
cpu0, split_read_reqs, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
cpu0, split_write_reqs, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
cpu0, split_custom_reqs, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
cpu0, cycles_with_issue, , Accumulator, 29340408, 0, 17897, 17897, 17897, 1, 1
cpu0, cycles_no_issue, , Accumulator, 29340408, 0, 59261, 59261, 59261, 1, 1
cpu0, total_bytes_read, , Accumulator, 29340408, 0, 160000, 1280000, 20000, 8, 8
cpu0, total_bytes_write, , Accumulator, 29340408, 0, 80000, 640000, 10000, 8, 8
cpu0, total_bytes_custom, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
cpu0, req_latency, , Accumulator, 29340408, 0, 711959, 21443637, 30000, 2, 103
cpu0, time, , Accumulator, 29340408, 0, 29011, 841638121, 1, 29011, 29011
cpu0, cycles_hit_fence, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
cpu0, cycles_max_issue, , Accumulator, 29340408, 0, 2335, 2335, 2335, 1, 1
cpu0, cycles_max_reorder, , Accumulator, 29340408, 0, 1074, 1074, 1074, 1, 1
cpu0, cycles, , Accumulator, 29340408, 0, 77159, 77159, 77159, 1, 1
l1cache_0, prefetch_opportunities, , Accumulator, 29340408, 0, 30000, 30000, 30000, 1, 1
l1cache_0, prefetches_issued, , Accumulator, 29340408, 0, 2422, 2422, 2422, 1, 1
l1cache_0, prefetches_canceled_by_page_boundary, , Accumulator, 29340408, 0, 1312, 1312, 1312, 1, 1
l1cache_0, prefetches_canceled_by_history, , Accumulator, 29340408, 0, 27578, 27578, 27578, 1, 1
l1cache_0, Prefetch_requests, , Accumulator, 29340408, 0, 2422, 2422, 2422, 1, 1
l1cache_0, Prefetch_drops, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, default_stat, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetS_I, , Accumulator, 29340408, 0, 2519, 2519, 2519, 1, 1
l1cache_0, stateEvent_GetS_S, , Accumulator, 29340408, 0, 5558, 5558, 5558, 1, 1
l1cache_0, stateEvent_GetS_M, , Accumulator, 29340408, 0, 422, 422, 422, 1, 1
l1cache_0, stateEvent_GetX_I, , Accumulator, 29340408, 0, 127, 127, 127, 1, 1
l1cache_0, stateEvent_GetX_S, , Accumulator, 29340408, 0, 1229, 1229, 1229, 1, 1
l1cache_0, stateEvent_GetX_M, , Accumulator, 29340408, 0, 8394, 8394, 8394, 1, 1
l1cache_0, stateEvent_GetSX_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetSX_S, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetSX_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_GetSResp_IS, , Accumulator, 29340408, 0, 581, 581, 581, 1, 1
l1cache_0, stateEvent_GetXResp_IS, , Accumulator, 29340408, 0, 1938, 1938, 1938, 1, 1
l1cache_0, stateEvent_GetXResp_IM, , Accumulator, 29340408, 0, 344, 344, 344, 1, 1
l1cache_0, stateEvent_GetXResp_SM, , Accumulator, 29340408, 0, 1012, 1012, 1012, 1, 1
l1cache_0, stateEvent_Inv_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_S, , Accumulator, 29340408, 0, 578, 578, 578, 1, 1
l1cache_0, stateEvent_Inv_IS, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_IM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_SM, , Accumulator, 29340408, 0, 217, 217, 217, 1, 1
l1cache_0, stateEvent_Inv_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Inv_IB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_M, , Accumulator, 29340408, 0, 792, 792, 792, 1, 1
l1cache_0, stateEvent_FetchInvX_IS, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_IM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_IB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_S, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_IS, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_IM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_SM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_IB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_Fetch_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_S, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_M, , Accumulator, 29340408, 0, 814, 814, 814, 1, 1
l1cache_0, stateEvent_FetchInv_IS, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_IM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_SM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_IB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_S, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_IS, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_IM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_SM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_IB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLine_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLine_S, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLine_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineInv_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineInv_S, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineInv_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineResp_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineResp_IB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineResp_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_GetS, , Accumulator, 29340408, 0, 2519, 2519, 2519, 1, 1
l1cache_0, eventSent_GetX, , Accumulator, 29340408, 0, 1356, 1356, 1356, 1, 1
l1cache_0, eventSent_GetSX, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_Write, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_PutM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_NACK, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_FlushLine, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_FlushLineInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_FetchResp, , Accumulator, 29340408, 0, 814, 814, 814, 1, 1
l1cache_0, eventSent_FetchXResp, , Accumulator, 29340408, 0, 2480, 2480, 2480, 1, 1
l1cache_0, eventSent_AckInv, , Accumulator, 29340408, 0, 795, 795, 795, 1, 1
l1cache_0, eventSent_GetSResp, , Accumulator, 29340408, 0, 20000, 20000, 20000, 1, 1
l1cache_0, eventSent_GetXResp, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_WriteResp, , Accumulator, 29340408, 0, 10000, 10000, 10000, 1, 1
l1cache_0, eventSent_FlushLineResp, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_Put, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_Get, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_AckMove, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_CustomReq, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_CustomResp, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_CustomAck, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, EventStalledForLockedCacheline, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, evict_I, , Accumulator, 29340408, 0, 1729, 1729, 1729, 1, 1
l1cache_0, evict_S, , Accumulator, 29340408, 0, 774, 774, 774, 1, 1
l1cache_0, evict_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, evict_IS, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, evict_IM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, evict_SM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, evict_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, latency_GetS_hit, , Accumulator, 29340408, 0, 1099641, 81336943, 19903, 5, 218
l1cache_0, latency_GetS_miss, , Accumulator, 29340408, 0, 307433, 37762929, 2519, 13, 178
l1cache_0, latency_GetX_hit, , Accumulator, 29340408, 0, 636624, 53914032, 8644, 5, 269
l1cache_0, latency_GetX_miss, , Accumulator, 29340408, 0, 13147, 1444739, 127, 65, 272
l1cache_0, latency_GetX_upgrade, , Accumulator, 29340408, 0, 109035, 10554663, 1229, 61, 216
l1cache_0, latency_GetSX_hit, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, latency_GetSX_miss, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, latency_GetSX_upgrade, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, latency_FlushLine, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, latency_FlushLine_fail, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, latency_FlushLineInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, latency_FlushLineInv_fail, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetSHit_Arrival, , Accumulator, 29340408, 0, 3317, 3317, 3317, 1, 1
l1cache_0, GetXHit_Arrival, , Accumulator, 29340408, 0, 412, 412, 412, 1, 1
l1cache_0, GetSXHit_Arrival, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetSHit_Blocked, , Accumulator, 29340408, 0, 16586, 16586, 16586, 1, 1
l1cache_0, GetXHit_Blocked, , Accumulator, 29340408, 0, 8232, 8232, 8232, 1, 1
l1cache_0, GetSXHit_Blocked, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetSMiss_Arrival, , Accumulator, 29340408, 0, 2519, 2519, 2519, 1, 1
l1cache_0, GetXMiss_Arrival, , Accumulator, 29340408, 0, 1350, 1350, 1350, 1, 1
l1cache_0, GetSXMiss_Arrival, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetSMiss_Blocked, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetXMiss_Blocked, , Accumulator, 29340408, 0, 6, 6, 6, 1, 1
l1cache_0, GetSXMiss_Blocked, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, CacheHits, , Accumulator, 29340408, 0, 28547, 28547, 28547, 1, 1
l1cache_0, CacheMisses, , Accumulator, 29340408, 0, 3875, 3875, 3875, 1, 1
l1cache_0, stateEvent_AckPut_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, eventSent_PutS, , Accumulator, 29340408, 0, 774, 774, 774, 1, 1
l1cache_0, eventSent_PutE, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, prefetch_evict, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, prefetch_inv, , Accumulator, 29340408, 0, 9, 9, 9, 1, 1
l1cache_0, prefetch_useful, , Accumulator, 29340408, 0, 2408, 2408, 2408, 1, 1
l1cache_0, prefetch_coherence_miss, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, prefetch_redundant, , Accumulator, 29340408, 0, 1, 1, 1, 1, 1
l1cache_0, stateEvent_GetS_E, , Accumulator, 29340408, 0, 13923, 13923, 13923, 1, 1
l1cache_0, stateEvent_GetX_E, , Accumulator, 29340408, 0, 250, 250, 250, 1, 1
l1cache_0, stateEvent_GetSX_E, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLine_E, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FlushLineInv_E, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInv_E, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_ForceInv_E, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, stateEvent_FetchInvX_E, , Accumulator, 29340408, 0, 1688, 1688, 1688, 1, 1
l1cache_0, evict_E, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, TotalEventsReceived, , Accumulator, 29340408, 0, 37964, 37964, 37964, 1, 1
l1cache_0, TotalEventsReplayed, , Accumulator, 29340408, 0, 24824, 24824, 24824, 1, 1
l1cache_0, Put_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, Get_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, AckMove_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetS_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, Write_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetSX_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetSResp_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, WriteResp_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, CustomReq_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, CustomResp_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, CustomAck_uncache_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, NULLCMD_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetS_recv, , Accumulator, 29340408, 0, 22422, 22422, 22422, 1, 1
l1cache_0, GetX_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetSX_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, Write_recv, , Accumulator, 29340408, 0, 10000, 10000, 10000, 1, 1
l1cache_0, FlushLine_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, FlushLineInv_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, GetSResp_recv, , Accumulator, 29340408, 0, 581, 581, 581, 1, 1
l1cache_0, GetXResp_recv, , Accumulator, 29340408, 0, 3294, 3294, 3294, 1, 1
l1cache_0, FlushLineResp_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, Inv_recv, , Accumulator, 29340408, 0, 795, 795, 795, 1, 1
l1cache_0, ForceInv_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, Fetch_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, FetchInv_recv, , Accumulator, 29340408, 0, 814, 814, 814, 1, 1
l1cache_0, FetchInvX_recv, , Accumulator, 29340408, 0, 2480, 2480, 2480, 1, 1
l1cache_0, NACK_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, AckPut_recv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l1cache_0, MSHR_occupancy, , Accumulator, 29340408, 0, 1893239, 48351803, 78033, 0, 35
l1cache_0, Bank_conflicts, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, packet_latency, , Accumulator, 29340408, 0, 6139, 6139, 7968, 0, 1
l2cache_0, send_bit_count, , Accumulator, 29340408, 0, 2198528, 1113325568, 7968, 64, 576
l2cache_0, output_port_stalls, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, idle_time, , Accumulator, 29340408, 0, 15088548, 104835346710, 7516, 2, 200242
l2cache_0, prefetch_opportunities, , Accumulator, 29340408, 0, 1454, 1454, 1454, 1, 1
l2cache_0, prefetches_issued, , Accumulator, 29340408, 0, 1235, 1235, 1235, 1, 1
l2cache_0, prefetches_canceled_by_page_boundary, , Accumulator, 29340408, 0, 424, 424, 424, 1, 1
l2cache_0, prefetches_canceled_by_history, , Accumulator, 29340408, 0, 219, 219, 219, 1, 1
l2cache_0, Prefetch_requests, , Accumulator, 29340408, 0, 1235, 1235, 1235, 1, 1
l2cache_0, Prefetch_drops, , Accumulator, 29340408, 0, 1230, 1230, 1230, 1, 1
l2cache_0, default_stat, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_I, , Accumulator, 29340408, 0, 2503, 2503, 2503, 1, 1
l2cache_0, evict_IS, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_IM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_S, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SM, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_MInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SMInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_MInvX, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_IB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, evict_SBInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetS_I, , Accumulator, 29340408, 0, 2519, 2519, 2519, 1, 1
l2cache_0, stateEvent_GetS_S, , Accumulator, 29340408, 0, 5, 5, 5, 1, 1
l2cache_0, stateEvent_GetS_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetX_I, , Accumulator, 29340408, 0, 251, 251, 251, 1, 1
l2cache_0, stateEvent_GetX_S, , Accumulator, 29340408, 0, 1105, 1105, 1105, 1, 1
l2cache_0, stateEvent_GetX_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetSX_I, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetSX_S, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetSX_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_GetSResp_IS, , Accumulator, 29340408, 0, 577, 577, 577, 1, 1
l2cache_0, stateEvent_GetXResp_IS, , Accumulator, 29340408, 0, 1942, 1942, 1942, 1, 1
l2cache_0, stateEvent_GetXResp_IM, , Accumulator, 29340408, 0, 344, 344, 344, 1, 1
l2cache_0, stateEvent_GetXResp_SM, , Accumulator, 29340408, 0, 1012, 1012, 1012, 1, 1
l2cache_0, stateEvent_GetXResp_SMInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_S, , Accumulator, 29340408, 0, 774, 774, 774, 1, 1
l2cache_0, stateEvent_PutS_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_MInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_SInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_SMInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_SB, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutS_SBInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutM_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutM_MInv, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutM_MInvX, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
l2cache_0, stateEvent_PutX_M, , Accumulator, 29340408, 0, 0, 0, 0, 0, 0
